miRNA,GSM1410425,GSM1410426,GSM1410427,GSM1410428,GSM1410429,GSM1410430,GSM1410431,GSM1410432,GSM1410433,GSM1410434,GSM1410435,GSM1410436,GSM1410437,GSM1410438,GSM1410439,GSM1410440,GSM1410441,GSM1410442,GSM1410443,GSM1410444,GSM1410445,GSM1410446,GSM1410447
hsa-miR-449a,6.88,6.78,7.15,4.8,5.05,5.92,8.03,4.44,5.36,5.7,4.01,7.1,6.79,7.74,5.1,6.16,6.81,5.56,7.05,5.19,3.63,5.5,6.86
hsa-miR-449c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0
hsa-miR-4500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-4508,5.45,7.63,5.79,9.71,4.94,4.35,7.59,6.45,2.33,3.84,7.16,2.06,4.22,3.52,33.94,2.4,2.95,1.18,3.24,6.55,6.85,4.76,7.61
hsa-miR-450a-1-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-450a-2-3p,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-450a-5p,11.29,10.66,11.13,8.48,9.25,7.03,16.21,5.51,7.92,13.39,7.53,14.2,12.18,10.41,9.61,10.27,14.08,11.01,15.03,6.77,5.44,5.95,7.91
hsa-miR-450b-5p,27.9,28.58,24.07,11.83,29.65,19.43,46.72,19.08,19.8,32.87,20.88,33.55,29.16,25.75,33.64,24.76,34.17,25.55,35.38,14.11,19.76,33.76,33.87
hsa-miR-4510,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4511,0.0,0.24,0.0,0.0,0.11,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-4513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4516,0.0,0.12,0.23,0.0,0.0,0.22,0.0,0.13,0.0,0.0,0.36,0.0,0.0,0.14,2.48,0.11,0.0,0.21,0.0,0.34,0.6,0.0,0.15
hsa-miR-451a,30.23,637.18,1030.37,58.15,65.19,1077.54,91.69,765.11,363.72,296.64,8013.83,193.5,7.73,148.01,3583.22,415.85,32.36,349.81,3624.8,41.19,298.58,203.0,1798.52
hsa-miR-452-3p,2.08,1.94,1.59,2.79,1.16,1.34,3.07,1.48,2.68,1.72,2.43,2.29,1.87,2.67,1.31,1.6,2.16,1.5,1.5,1.47,2.42,1.19,1.19
hsa-miR-452-5p,8.69,9.45,6.59,8.93,4.94,4.91,7.01,2.82,6.06,4.9,2.91,5.04,6.91,6.33,8.74,5.82,4.09,4.06,3.24,6.43,7.66,3.87,5.07
hsa-miR-4521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-4524a-3p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4535,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-4536-3p,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4538,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-454-3p,0.13,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-454-5p,0.0,0.24,0.0,0.11,0.0,0.67,0.44,0.67,0.12,0.27,0.85,0.23,0.0,0.14,0.73,0.11,0.0,0.11,0.12,0.0,0.0,0.15,0.0
hsa-miR-455-3p,0.39,0.24,0.34,0.22,0.53,0.33,0.15,0.27,0.0,0.27,0.24,0.11,0.35,0.28,0.58,0.11,0.23,0.11,0.23,0.79,0.2,0.3,0.15
hsa-miR-455-5p,44.25,43.12,34.29,36.05,28.92,40.08,42.49,31.18,29.35,32.87,20.88,31.03,37.71,27.29,37.72,22.25,25.77,22.45,31.45,37.13,27.22,34.06,37.15
hsa-miR-4637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4638-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-4638-5p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4644,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4645-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.15
hsa-miR-4646-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4649-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-4654,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4655-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-4655-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-4656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4657,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-4659a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4661-5p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4662a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4664-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.11,0.0,0.23,0.2,0.0,0.0
hsa-miR-4665-5p,0.0,0.12,0.34,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.23,0.0,0.15,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-4667-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-4669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0
hsa-miR-4671-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-4676-3p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4677-3p,0.0,0.12,0.0,0.33,0.0,0.0,0.44,0.27,0.0,0.0,0.0,0.11,0.0,0.0,0.29,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-4678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-4682,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4683,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4685-3p,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.73,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.12,0.0,0.0,0.15,0.0
hsa-miR-4686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0
hsa-miR-4687-3p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-4689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4690-3p,0.0,0.0,0.0,0.22,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4706,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4707-3p,0.0,0.12,0.23,0.0,0.21,0.0,0.15,0.0,0.0,0.13,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.4,0.0,0.0
hsa-miR-4709-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-4710,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.15
hsa-miR-4716-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4724-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4731-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4732-3p,0.0,0.0,0.11,0.11,0.0,0.22,0.44,0.13,0.0,0.13,0.61,0.0,0.0,0.0,6.12,0.0,0.0,0.11,0.12,0.11,0.0,0.3,0.45
hsa-miR-4732-5p,0.26,0.12,0.34,0.33,0.11,0.89,1.17,0.67,0.12,0.66,3.4,0.69,0.12,0.42,18.35,0.0,0.0,0.11,1.85,0.45,0.6,0.45,2.09
hsa-miR-4738-3p,0.39,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-4741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.2,0.0,0.0
hsa-miR-4742-3p,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.29,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0
hsa-miR-4743-5p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-4744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4745-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4745-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-4746-5p,0.26,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.23,0.13,0.0,0.0,0.12,0.0,1.02,0.0,0.0,0.11,0.0,0.11,0.4,0.15,0.0
hsa-miR-4748,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4749-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-4750-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-4753-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-4754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-4755-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4755-5p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-4758-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-4762-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4763-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4766-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4767,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-4772-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.27,0.0,0.0,0.0,0.23,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
hsa-miR-4772-5p,0.26,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4781-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4785,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
hsa-miR-4787-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-4787-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4791,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4793-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4797-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4800-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4800-5p,0.0,0.12,0.23,0.22,0.32,0.11,0.0,0.13,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-483-3p,0.0,0.0,0.0,0.0,0.11,0.56,0.15,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.23,0.11,0.0,0.0,0.0
hsa-miR-483-5p,3.63,1.57,1.7,2.46,1.26,9.82,1.46,1.34,3.38,2.78,0.73,1.6,1.17,2.53,1.75,0.91,0.23,0.86,0.69,7.79,6.05,1.34,3.13
hsa-miR-484,64.23,74.24,66.54,66.52,53.0,67.88,74.61,71.9,44.84,46.39,59.98,34.35,53.87,38.97,186.72,36.52,40.98,48.22,63.02,50.56,71.77,75.7,90.72
hsa-miR-485-3p,0.26,0.36,0.57,0.11,0.11,0.11,0.58,0.0,0.12,0.0,0.12,0.46,0.12,0.14,0.29,0.0,0.0,0.0,0.35,0.34,0.2,0.45,0.15
hsa-miR-485-5p,0.26,0.36,0.23,0.0,0.32,0.45,0.15,0.0,0.7,0.13,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.11,0.2,0.3,0.6
hsa-miR-486-3p,0.39,0.61,0.0,0.45,0.21,0.33,2.34,0.94,0.23,0.66,2.55,0.34,0.12,0.0,10.34,0.0,0.11,0.21,2.43,0.23,0.6,1.78,0.9
hsa-miR-486-5p,0.78,0.12,59.61,1.45,87.49,256.32,195.79,45.43,0.35,129.1,893.1,71.68,106.22,0.7,20.54,0.34,0.0,1.71,463.66,24.49,26.81,276.91,129.36
hsa-miR-487a-3p,1.04,1.45,0.79,0.78,0.74,1.9,1.46,0.94,1.16,1.86,0.85,2.06,1.05,1.55,1.75,1.14,1.14,1.82,2.2,1.47,0.81,1.34,1.94
hsa-miR-487a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0
hsa-miR-487b-3p,12.2,8.84,9.31,8.15,7.89,9.38,15.91,8.74,11.53,11.66,8.5,11.68,13.58,11.82,10.78,11.3,14.31,11.65,14.92,8.24,9.48,11.3,13.28
hsa-miR-487b-5p,5.71,7.15,4.77,3.24,2.52,3.46,6.42,4.17,1.63,3.71,3.16,2.63,4.92,3.1,4.22,2.97,2.61,3.53,2.78,5.42,3.83,4.91,5.37
hsa-miR-488-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-490-3p,74.22,74.0,63.13,71.54,35.75,50.24,47.16,32.93,45.65,49.71,32.17,46.03,75.42,53.74,39.03,50.78,37.47,43.73,41.51,66.81,55.44,38.82,46.7
hsa-miR-490-5p,33.48,30.76,25.1,32.81,27.87,26.24,26.86,27.82,20.85,18.56,19.3,19.01,22.13,25.89,23.45,24.31,22.71,18.71,24.86,25.62,23.99,19.33,25.36
hsa-miR-491-5p,0.26,0.12,0.23,0.45,0.32,0.0,0.0,0.54,0.0,0.0,0.0,0.11,0.23,0.42,0.29,0.23,0.11,0.21,0.35,0.34,0.2,0.15,0.6
hsa-miR-493-3p,0.13,0.36,0.0,0.33,0.42,0.11,0.29,0.0,0.93,0.13,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.23,0.0,0.2,0.15,0.45
hsa-miR-493-5p,0.26,0.36,0.0,0.45,0.53,0.33,0.15,0.13,1.86,0.13,0.12,0.34,0.0,0.14,0.58,0.34,0.11,0.53,0.12,0.0,0.0,0.59,0.9
hsa-miR-494-3p,0.0,0.24,0.0,0.0,0.21,0.11,0.0,0.0,0.93,0.53,0.12,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.23,0.0,0.15,0.3
hsa-miR-495-3p,107.18,100.4,111.74,69.64,110.51,96.57,163.81,67.74,120.19,165.82,114.98,162.13,165.12,154.34,123.07,139.57,153.72,169.67,174.02,72.34,68.95,108.42,141.0
hsa-miR-495-5p,0.0,0.0,0.0,0.0,0.0,0.22,0.15,0.13,0.12,0.13,0.0,0.11,0.23,0.28,0.0,0.23,0.11,0.11,0.46,0.11,0.4,0.15,0.0
hsa-miR-496,0.0,0.24,0.34,0.11,0.11,0.22,0.44,0.13,0.23,0.13,0.49,0.34,0.47,0.7,0.29,0.0,0.23,0.11,0.23,0.23,0.2,0.0,0.3
hsa-miR-497-3p,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.13,0.35,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.15
hsa-miR-497-5p,49.83,53.77,38.15,39.73,24.18,25.57,44.97,24.06,32.73,33.27,28.29,42.71,37.24,36.3,43.55,27.84,30.31,26.09,23.7,40.06,36.29,31.83,33.27
hsa-miR-4999-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-499a-5p,29.2,3.27,23.28,1.12,27.97,2.12,33.73,19.62,26.44,27.97,19.55,29.54,3.04,23.07,3.79,24.88,26.68,7.16,2.89,0.34,2.22,2.83,25.36
hsa-miR-5000-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5001-3p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.14,0.58,0.0,0.0,0.0,0.12,0.0,0.0,0.3,0.0
hsa-miR-5001-5p,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5003-3p,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
